Transaction ID,Date,Month,Customer ID,Gender,Age,Age group,Product Category,Quantity,Price per Unit,Total Amount
773,2023-07-23,July,CUST773,Male,25,18–25,Electronics,4,500,2000
774,2023-04-12,April,CUST774,Female,40,36–45,Clothing,2,25,50
775,2023-02-08,February,CUST775,Female,46,46–55,Electronics,4,25,100
776,2023-10-31,October,CUST776,Male,35,26–35,Clothing,3,30,90
777,2023-12-20,December,CUST777,Male,48,46–55,Electronics,3,50,150
778,2023-11-18,November,CUST778,Female,47,46–55,Beauty,4,25,100
779,2023-05-05,May,CUST779,Female,56,56+,Electronics,2,500,1000
780,2023-02-22,February,CUST780,Male,52,46–55,Electronics,2,25,50
781,2023-12-23,December,CUST781,Male,35,26–35,Beauty,1,500,500
782,2023-06-04,June,CUST782,Male,59,56+,Clothing,3,300,900
783,2023-12-17,December,CUST783,Female,56,56+,Clothing,1,300,300
784,2023-11-04,November,CUST784,Female,34,26–35,Electronics,1,500,500
785,2023-03-03,March,CUST785,Female,31,26–35,Beauty,4,50,200
786,2023-10-17,October,CUST786,Male,48,46–55,Clothing,4,25,100
787,2023-01-22,January,CUST787,Male,41,36–45,Electronics,1,25,25
788,2023-06-27,June,CUST788,Female,52,46–55,Beauty,3,300,900
789,2023-09-30,September,CUST789,Female,61,56+,Clothing,4,500,2000
790,2023-08-08,August,CUST790,Male,62,56+,Clothing,1,25,25
791,2023-12-05,December,CUST791,Female,51,46–55,Beauty,1,25,25
792,2023-07-09,July,CUST792,Female,20,18–25,Beauty,1,50,50
793,2023-02-05,February,CUST793,Male,54,46–55,Beauty,1,30,30
794,2023-09-17,September,CUST794,Female,60,56+,Beauty,1,300,300
795,2023-11-28,November,CUST795,Male,57,56+,Electronics,1,300,300
796,2023-06-24,June,CUST796,Male,43,36–45,Beauty,4,30,120
797,2023-01-07,January,CUST797,Male,40,36–45,Clothing,3,25,75
798,2023-08-04,August,CUST798,Male,61,56+,Clothing,1,50,50
799,2023-09-08,September,CUST799,Male,56,56+,Electronics,2,50,100
800,2023-02-24,February,CUST800,Male,32,26–35,Clothing,4,300,1200
801,2023-08-10,August,CUST801,Male,21,18–25,Clothing,4,50,200
802,2023-07-05,July,CUST802,Female,46,46–55,Beauty,1,30,30
803,2023-11-22,November,CUST803,Male,39,36–45,Clothing,4,25,100
804,2023-08-24,August,CUST804,Male,42,36–45,Electronics,1,30,30
805,2023-12-29,December,CUST805,Female,30,26–35,Beauty,3,500,1500
806,2023-03-20,March,CUST806,Female,35,26–35,Beauty,3,300,900
807,2023-08-11,August,CUST807,Female,50,46–55,Electronics,4,50,200
808,2023-04-01,April,CUST808,Male,33,26–35,Beauty,4,500,2000
809,2023-09-25,September,CUST809,Female,62,56+,Beauty,2,50,100
810,2023-11-30,November,CUST810,Male,59,56+,Electronics,4,25,100
811,2023-05-19,May,CUST811,Male,61,56+,Beauty,2,25,50
812,2023-11-12,November,CUST812,Male,19,18–25,Electronics,3,25,75
813,2023-10-03,October,CUST813,Male,52,46–55,Electronics,3,50,150
814,2023-09-05,September,CUST814,Female,59,56+,Clothing,1,500,500
815,2023-08-27,August,CUST815,Female,51,46–55,Clothing,3,25,75
816,2023-08-12,August,CUST816,Male,47,46–55,Beauty,2,500,1000
817,2023-10-31,October,CUST817,Male,30,26–35,Beauty,4,50,200
818,2023-05-18,May,CUST818,Male,30,26–35,Electronics,1,500,500
819,2023-06-15,June,CUST819,Female,35,26–35,Beauty,2,50,100
820,2023-05-06,May,CUST820,Male,49,46–55,Electronics,4,50,200
821,2023-02-14,February,CUST821,Male,49,46–55,Electronics,1,300,300
822,2023-05-23,May,CUST822,Female,52,46–55,Beauty,3,50,150
823,2023-08-19,August,CUST823,Female,56,56+,Electronics,2,50,100
824,2023-05-05,May,CUST824,Male,63,56+,Clothing,4,30,120
825,2023-08-26,August,CUST825,Female,46,46–55,Beauty,1,25,25
826,2023-10-19,October,CUST826,Female,46,46–55,Clothing,1,300,300
827,2023-11-09,November,CUST827,Male,61,56+,Beauty,3,300,900
828,2023-12-09,December,CUST828,Female,33,26–35,Electronics,4,300,1200
829,2023-07-14,July,CUST829,Male,61,56+,Beauty,3,30,90
830,2023-06-22,June,CUST830,Female,64,56+,Clothing,3,50,150
831,2023-01-15,January,CUST831,Male,27,26–35,Electronics,4,25,100
832,2023-09-11,September,CUST832,Male,47,46–55,Beauty,4,500,2000
833,2023-06-16,June,CUST833,Male,42,36–45,Beauty,4,50,200
834,2023-04-04,April,CUST834,Female,56,56+,Beauty,2,30,60
835,2023-09-07,September,CUST835,Male,37,36–45,Clothing,4,50,200
836,2023-04-19,April,CUST836,Female,22,18–25,Clothing,1,50,50
837,2023-07-01,July,CUST837,Male,18,18–25,Beauty,3,30,90
838,2023-05-13,May,CUST838,Male,47,46–55,Electronics,2,300,600
839,2023-06-24,June,CUST839,Female,20,18–25,Electronics,4,300,1200
840,2023-05-24,May,CUST840,Male,62,56+,Clothing,2,25,50
841,2023-11-02,November,CUST841,Male,31,26–35,Electronics,4,25,100
842,2023-12-26,December,CUST842,Female,47,46–55,Clothing,2,300,600
843,2023-05-22,May,CUST843,Male,21,18–25,Beauty,3,500,1500
844,2023-10-12,October,CUST844,Male,35,26–35,Clothing,3,50,150
845,2023-01-06,January,CUST845,Male,54,46–55,Clothing,1,500,500
846,2023-09-22,September,CUST846,Male,42,36–45,Beauty,1,50,50
847,2023-04-08,April,CUST847,Female,18,18–25,Electronics,4,300,1200
848,2023-02-13,February,CUST848,Female,63,56+,Clothing,3,25,75
849,2023-05-04,May,CUST849,Male,32,26–35,Clothing,2,25,50
850,2023-07-28,July,CUST850,Female,26,26–35,Beauty,2,500,1000
851,2023-09-08,September,CUST851,Male,32,26–35,Electronics,2,25,50
852,2023-10-12,October,CUST852,Female,41,36–45,Clothing,1,300,300
853,2023-05-04,May,CUST853,Male,21,18–25,Beauty,2,500,1000
854,2023-12-20,December,CUST854,Male,29,26–35,Clothing,1,50,50
855,2023-09-01,September,CUST855,Male,54,46–55,Beauty,1,25,25
856,2023-11-27,November,CUST856,Male,54,46–55,Electronics,4,30,120
857,2023-12-31,December,CUST857,Male,60,56+,Electronics,2,25,50
858,2023-09-09,September,CUST858,Male,23,18–25,Electronics,2,50,100
859,2023-08-18,August,CUST859,Female,56,56+,Electronics,3,500,1500
860,2023-01-09,January,CUST860,Male,63,56+,Clothing,4,50,200
861,2023-02-17,February,CUST861,Female,41,36–45,Clothing,3,30,90
862,2023-05-31,May,CUST862,Male,28,26–35,Electronics,4,300,1200
863,2023-04-24,April,CUST863,Female,30,26–35,Electronics,2,25,50
864,2023-07-27,July,CUST864,Female,51,46–55,Electronics,1,500,500
865,2023-12-21,December,CUST865,Female,42,36–45,Clothing,1,300,300
866,2023-05-05,May,CUST866,Male,24,18–25,Electronics,1,50,50
867,2023-06-06,June,CUST867,Male,21,18–25,Electronics,1,500,500
868,2023-12-06,December,CUST868,Female,25,18–25,Electronics,1,300,300
869,2023-10-25,October,CUST869,Male,37,36–45,Beauty,3,500,1500
870,2023-07-08,July,CUST870,Female,46,46–55,Electronics,4,30,120
871,2023-08-31,August,CUST871,Male,62,56+,Beauty,2,30,60
872,2023-10-11,October,CUST872,Female,63,56+,Beauty,3,25,75
873,2023-09-29,September,CUST873,Female,27,26–35,Electronics,4,25,100
874,2023-06-26,June,CUST874,Male,60,56+,Beauty,1,30,30
875,2023-08-06,August,CUST875,Female,51,46–55,Electronics,4,500,2000
876,2023-10-09,October,CUST876,Male,43,36–45,Clothing,4,30,120
877,2023-06-19,June,CUST877,Female,58,56+,Clothing,1,25,25
878,2023-06-30,June,CUST878,Female,20,18–25,Clothing,1,30,30
879,2023-12-26,December,CUST879,Male,23,18–25,Clothing,1,30,30
880,2023-08-21,August,CUST880,Male,22,18–25,Beauty,2,500,1000
881,2023-05-19,May,CUST881,Male,22,18–25,Electronics,1,300,300
882,2023-06-06,June,CUST882,Female,64,56+,Electronics,2,25,50
883,2023-05-09,May,CUST883,Male,40,36–45,Electronics,1,500,500
884,2023-04-29,April,CUST884,Female,26,26–35,Clothing,2,30,60
885,2023-03-03,March,CUST885,Female,52,46–55,Clothing,4,30,120
886,2023-04-09,April,CUST886,Male,37,36–45,Electronics,3,300,900
887,2023-06-11,June,CUST887,Male,59,56+,Clothing,4,25,100
888,2023-03-03,March,CUST888,Female,52,46–55,Electronics,4,25,100
889,2023-10-02,October,CUST889,Female,35,26–35,Electronics,1,50,50
890,2023-12-20,December,CUST890,Male,34,26–35,Electronics,2,25,50
891,2023-04-05,April,CUST891,Male,41,36–45,Electronics,3,300,900
892,2023-04-09,April,CUST892,Male,20,18–25,Electronics,1,50,50
893,2023-04-21,April,CUST893,Male,49,46–55,Electronics,1,50,50
894,2023-09-05,September,CUST894,Male,52,46–55,Electronics,1,30,30
895,2023-05-22,May,CUST895,Female,55,46–55,Clothing,4,30,120
896,2023-10-29,October,CUST896,Female,30,26–35,Electronics,2,25,50
897,2023-09-26,September,CUST897,Female,64,56+,Electronics,2,50,100
898,2023-11-02,November,CUST898,Female,42,36–45,Clothing,3,30,90
899,2023-05-25,May,CUST899,Male,26,26–35,Clothing,2,300,600
900,2023-02-21,February,CUST900,Male,21,18–25,Clothing,2,30,60
901,2023-04-10,April,CUST901,Male,31,26–35,Electronics,1,30,30
902,2023-06-01,June,CUST902,Female,54,46–55,Beauty,1,50,50
903,2023-04-27,April,CUST903,Female,51,46–55,Beauty,4,50,200
904,2023-07-04,July,CUST904,Male,28,26–35,Clothing,1,500,500
905,2023-04-02,April,CUST905,Male,58,56+,Beauty,1,300,300
906,2023-06-04,June,CUST906,Female,20,18–25,Clothing,1,50,50
907,2023-01-08,January,CUST907,Female,45,36–45,Electronics,1,25,25
908,2023-12-29,December,CUST908,Male,46,46–55,Beauty,4,300,1200
909,2023-10-01,October,CUST909,Male,26,26–35,Electronics,1,300,300
910,2023-03-06,March,CUST910,Female,20,18–25,Beauty,3,50,150
911,2023-05-21,May,CUST911,Male,42,36–45,Electronics,3,300,900
912,2023-01-24,January,CUST912,Male,51,46–55,Beauty,3,50,150
913,2023-01-28,January,CUST913,Male,29,26–35,Electronics,3,30,90
914,2023-10-11,October,CUST914,Female,59,56+,Electronics,1,500,500
915,2023-05-30,May,CUST915,Female,26,26–35,Beauty,3,30,90
916,2023-12-24,December,CUST916,Female,32,26–35,Electronics,1,50,50
917,2023-03-06,March,CUST917,Female,57,56+,Electronics,4,50,200
918,2023-11-23,November,CUST918,Female,42,36–45,Electronics,3,30,90
919,2023-09-09,September,CUST919,Female,22,18–25,Beauty,2,25,50
920,2023-02-22,February,CUST920,Female,28,26–35,Beauty,3,25,75
921,2023-01-07,January,CUST921,Male,51,46–55,Electronics,3,25,75
922,2023-10-21,October,CUST922,Male,41,36–45,Electronics,1,50,50
923,2023-05-26,May,CUST923,Male,32,26–35,Beauty,3,300,900
924,2023-08-29,August,CUST924,Male,55,46–55,Beauty,2,50,100
925,2023-09-03,September,CUST925,Male,25,18–25,Electronics,1,300,300
926,2023-08-14,August,CUST926,Male,22,18–25,Electronics,1,30,30
927,2023-06-24,June,CUST927,Male,43,36–45,Electronics,4,500,2000
928,2023-04-05,April,CUST928,Female,35,26–35,Clothing,4,300,1200
929,2023-01-27,January,CUST929,Female,23,18–25,Beauty,3,25,75
930,2023-05-10,May,CUST930,Male,54,46–55,Clothing,4,50,200
931,2023-09-02,September,CUST931,Male,30,26–35,Beauty,4,30,120
932,2023-02-28,February,CUST932,Female,45,36–45,Beauty,4,25,100
933,2023-02-03,February,CUST933,Male,22,18–25,Beauty,1,30,30
934,2023-07-25,July,CUST934,Male,30,26–35,Beauty,1,500,500
935,2023-09-09,September,CUST935,Female,34,26–35,Beauty,1,50,50
936,2023-02-07,February,CUST936,Male,57,56+,Beauty,4,50,200
937,2023-10-23,October,CUST937,Female,62,56+,Beauty,1,500,500
938,2023-11-19,November,CUST938,Male,49,46–55,Clothing,4,50,200
939,2023-12-18,December,CUST939,Female,46,46–55,Electronics,1,300,300
940,2023-01-28,January,CUST940,Female,20,18–25,Electronics,1,30,30
941,2023-03-19,March,CUST941,Female,57,56+,Clothing,2,25,50
942,2023-03-18,March,CUST942,Male,51,46–55,Clothing,3,500,1500
943,2023-10-16,October,CUST943,Female,57,56+,Clothing,4,300,1200
944,2023-06-05,June,CUST944,Male,44,36–45,Clothing,2,25,50
945,2023-02-13,February,CUST945,Male,30,26–35,Beauty,1,25,25
946,2023-05-08,May,CUST946,Male,62,56+,Electronics,4,500,2000
947,2023-03-02,March,CUST947,Male,50,46–55,Beauty,1,300,300
948,2023-10-13,October,CUST948,Female,23,18–25,Electronics,3,25,75
949,2023-08-02,August,CUST949,Female,41,36–45,Electronics,2,25,50
950,2023-11-07,November,CUST950,Male,36,36–45,Clothing,3,300,900
951,2023-11-02,November,CUST951,Male,33,26–35,Beauty,2,50,100
952,2023-11-13,November,CUST952,Female,57,56+,Clothing,1,25,25
953,2023-04-26,April,CUST953,Male,45,36–45,Beauty,3,30,90
954,2023-09-25,September,CUST954,Female,50,46–55,Electronics,3,300,900
955,2023-07-14,July,CUST955,Male,58,56+,Clothing,1,25,25
956,2023-08-19,August,CUST956,Male,30,26–35,Clothing,3,500,1500
957,2023-08-15,August,CUST957,Female,60,56+,Electronics,4,30,120
958,2023-06-02,June,CUST958,Male,62,56+,Electronics,2,25,50
959,2023-10-29,October,CUST959,Female,42,36–45,Electronics,2,30,60
960,2023-08-08,August,CUST960,Male,59,56+,Clothing,2,30,60
961,2023-06-06,June,CUST961,Male,53,46–55,Beauty,4,50,200
962,2023-10-19,October,CUST962,Male,44,36–45,Clothing,2,30,60
963,2023-11-14,November,CUST963,Female,55,46–55,Beauty,1,50,50
964,2023-01-31,January,CUST964,Male,24,18–25,Clothing,3,300,900
965,2023-11-09,November,CUST965,Male,22,18–25,Clothing,4,50,200
966,2023-02-20,February,CUST966,Male,60,56+,Electronics,2,500,1000
967,2023-04-17,April,CUST967,Male,62,56+,Beauty,1,25,25
968,2023-11-17,November,CUST968,Female,48,46–55,Clothing,3,300,900
969,2023-04-19,April,CUST969,Female,40,36–45,Clothing,3,300,900
970,2023-05-16,May,CUST970,Male,59,56+,Electronics,4,500,2000
971,2023-12-05,December,CUST971,Female,27,26–35,Electronics,4,50,200
972,2023-02-11,February,CUST972,Male,49,46–55,Beauty,4,25,100
973,2023-03-22,March,CUST973,Male,60,56+,Clothing,1,50,50
974,2023-05-03,May,CUST974,Male,47,46–55,Beauty,1,30,30
975,2023-03-30,March,CUST975,Female,56,56+,Clothing,4,50,200
976,2023-10-10,October,CUST976,Female,48,46–55,Beauty,2,300,600
977,2023-02-08,February,CUST977,Female,35,26–35,Electronics,3,25,75
978,2023-03-22,March,CUST978,Female,53,46–55,Clothing,3,50,150
979,2023-01-02,January,CUST979,Female,19,18–25,Beauty,1,25,25
980,2023-07-29,July,CUST980,Female,31,26–35,Electronics,3,25,75
981,2023-08-19,August,CUST981,Female,30,26–35,Electronics,2,30,60
982,2023-12-19,December,CUST982,Female,46,46–55,Beauty,3,30,90
983,2023-11-01,November,CUST983,Female,29,26–35,Clothing,1,300,300
984,2023-08-29,August,CUST984,Male,56,56+,Clothing,1,500,500
985,2023-05-30,May,CUST985,Female,19,18–25,Electronics,2,25,50
986,2023-01-17,January,CUST986,Female,49,46–55,Clothing,2,500,1000
987,2023-04-29,April,CUST987,Female,30,26–35,Clothing,3,300,900
988,2023-05-28,May,CUST988,Female,63,56+,Clothing,3,25,75
989,2023-12-28,December,CUST989,Female,44,36–45,Electronics,1,25,25
990,2023-05-25,May,CUST990,Female,58,56+,Beauty,2,500,1000
991,2023-12-26,December,CUST991,Female,34,26–35,Clothing,2,50,100
992,2023-08-21,August,CUST992,Female,57,56+,Electronics,2,30,60
993,2023-02-06,February,CUST993,Female,48,46–55,Electronics,3,50,150
994,2023-12-18,December,CUST994,Female,51,46–55,Beauty,2,500,1000
995,2023-04-30,April,CUST995,Female,41,36–45,Clothing,1,30,30
996,2023-05-16,May,CUST996,Male,62,56+,Clothing,1,50,50
997,2023-11-17,November,CUST997,Male,52,46–55,Beauty,3,30,90
998,2023-10-29,October,CUST998,Female,23,18–25,Beauty,4,25,100
999,2023-12-05,December,CUST999,Female,36,36–45,Electronics,3,50,150
1000,2023-04-12,April,CUST1000,Male,47,46–55,Electronics,4,30,120
,,December,,,,,,,,
,,December,,,,,,,,
